68.0,113.5,187.0,295.2,215.1,1154.5,0.3
34.0,33.0,28.6,27.6,20.3,16.3,-0.2
32.8,32.0,26.6,25.2,19.1,17.8,-0.3
35.2,35.1,28.6,27.6,21.4,19.3,-0.2
35.2,34.0,28.6,26.4,21.4,17.8,-0.2
35.2,34.0,28.6,27.6,20.3,19.3,-0.3
35.2,35.1,29.6,27.6,21.4,19.3,-0.2
35.2,35.1,29.6,27.6,21.4,19.3,-0.2
35.2,35.1,29.6,27.6,21.4,19.3,-0.2
35.2,35.1,29.6,27.6,21.4,19.3,-0.2
35.2,35.1,29.6,27.6,21.4,19.3,-0.2
32.8,33.0,26.6,25.2,19.1,17.8,-0.3
35.2,34.0,28.6,27.6,20.3,17.8,-0.3
32.8,49.5,35.8,73.2,156.5,926.0,0.5
34.0,60.9,33.7,67.2,104.7,874.1,0.3
24.3,54.7,28.6,62.4,102.5,869.6,0.3
42.5,65.0,68.5,118.8,336.7,1016.5,0.7
44.9,64.0,68.5,117.6,335.5,1000.2,0.7
48.6,67.1,71.5,121.2,336.7,1000.2,0.7
47.4,65.0,69.5,118.8,335.5,1000.2,0.7
47.4,66.0,70.5,120.0,336.7,1000.2,0.7
47.4,66.0,70.5,120.0,336.7,1004.7,0.7
47.4,66.0,70.5,120.0,335.5,997.2,0.7
47.4,67.1,70.5,120.0,334.4,997.2,0.7
47.4,66.0,70.5,120.0,335.5,998.7,0.7
47.4,66.0,70.5,120.0,335.5,1003.2,0.7
46.1,66.0,69.5,118.8,334.4,997.2,0.7
48.6,68.1,71.5,120.0,334.4,997.2,0.7
49.8,68.1,71.5,120.0,335.5,997.2,0.7
49.8,69.1,71.5,121.2,335.5,997.2,0.7
49.8,69.1,71.5,121.2,335.5,997.2,0.7
49.8,68.1,71.5,120.0,335.5,997.2,0.7
49.8,67.1,71.5,120.0,335.5,997.2,0.7
36.4,54.7,46.0,76.8,217.3,995.7,0.6
31.6,32.0,26.6,25.2,18.0,16.3,-0.3
34.0,32.0,27.6,25.2,19.1,16.3,-0.3
